Name,Phone,Email,Website,Category
MICHELANGELO TOWERS,"011-245 4100, 011-245 4000",TOWERS@LEGHACYHOYELS.CO.ZA,N/A,N/A
ALBA GAS & WELDING,"011-472 5703, 011-472 5700",accounts@albagas.co.za,N/A,N/A
LINDEN GLASS WORKS,"011-782 9246, 011-888 8717",LINDENMIRROR@GMAIL.COM,N/A,N/A
BENSTORE (PTY) LTD,011-425 2420,benstore.sally@gmail.com,N/A,N/A
SHALOM KIDS,016-976 4507,N/A,N/A,N/A
LUNA TRAVEL,"011-883 9878, 011-783 2723",N/A,N/A,N/A
BUZZ AROUND,"011-869 4825, 086-112 2233",info@buzzaround.co.za,N/A,N/A
INTERTEK GOVERNMENT SERVICES,"011-914 4044, 011-914 4217",tammy.debeer@intertek.com,N/A,N/A
M K RECYCLING CC.,021-704 6805,laneesa@yahoo.com,N/A,N/A
"WOOD""S WAREHOUSING (PTY) LTD","011-869 0370, 011-907 9591",pieterj@woodwarehouse.co.za,N/A,N/A
OZALID,011-394 2101,vanessav@ozalid.co.za,N/A,N/A
OLA MILKY LANE ALBERTON,011-869 9612,oml-alberton@laysholdings.co.za,N/A,N/A
LA INTRONET,011-234 1159,info@laintronet.co.za,N/A,N/A
BCD NTRAVEL,"011-274 4000, 011-484 2421",islabel.pieterse@bcdtravel.co.za,N/A,N/A
3 Q  CONCRETE HOLDINGS (PTY) LTD,"014-592 2202, 014-592 3722",sandra@qconcrete.co.za,N/A,N/A
CUBIC ICE,11 705 2545,N/A,N/A,N/A
VAAL TRANSFORMERS,"016-423 3233, 086-582 0642",vaaltransformers@eject.co.za,N/A,N/A
LUBRICATION EQUIPMENT (PTY0 LTD,"011-864 8231, 011-864 5785",pierre@lubricationequipment.co.za,N/A,N/A
LAKAMA ACCOMMODATION,"013-295 3663, 013-295 3528",N/A,N/A,N/A
HEAD-QUARTERS,"011-839 0009, 011-839 0015",admin@headquarters.co.za,N/A,N/A
FLEXILUBE (PTY) LTD,016-362 0343,irene@flexilube.com,N/A,N/A
HEADLINES PUBLIC RELATIONS,011-887 3422,norma@headlines.co.za,N/A,N/A
CORPORATE COMMUNICATION CONSULTANTS,"011-463 2198, 011-463 2170",chantal@corpcom.co.za,N/A,N/A
GAINT LEAP WORKSPACE SPECIALIST,"011-880 1493, 011-880 1490",creditors@leap.co.za,N/A,N/A
METALS CENTRE,"011-493 4930, 011-493 4941",metalscc@mweb.co.za,N/A,N/A
HLANGANANI EZWENI TRADING & PROJECTS,"011-472 4701, 011-472 4213",priscella@hlanganani.com,N/A,N/A
BRANO SALES & DISTRIBUTION (WEST RAND),"011-760 5774, 011-760 5773",sales2@wrand.brano.co.za,N/A,N/A
CAPACITY OUTSOURCING (RUSTENBURG),014 5940993,N/A,N/A,N/A
CAPACITY OUTSOURCING (PTY) LTD (JOHANNESBURG),011 8321735,N/A,N/A,N/A
CAPACITY OUTSOURCING (PTY) LTD DIV OF ADORP (TRICHARDT),017 6380270,N/A,N/A,N/A
CAPACITY OUTSOURCING (HEAD OFFICE),0860 227224,esterf@capacity.co.za,N/A,N/A
AFRIGRIT,"013-699 0314, 013-699 9425",sales@afrigrit.co.za,N/A,N/A
G G I COMMUNICATION,"011-728 1363, 011-728 6613",N/A,N/A,N/A
ROCKWELL AUTOMATION,"011-654 9700, 011-654 9701",N/A,N/A,N/A
LUBRICATION MANGMENT,"011-740 0066, 086-685 7765",N/A,N/A,N/A
TRANS NATAL CUT GLASS MANUFACTURERS,011-955 4471,carol@transnatal.co.za,N/A,N/A
COLORSCREEN SUPPLIERS GAUTENG (PTY) LTD,"011-262 2715, 011-262 2467",nathan@colorscreen.co.za,N/A,N/A
J D FUNERAL PARLOUR,"011-984 4218, 011-986 1003",N/A,N/A,N/A
MED INFOMATION SYSTEM (PTY) LTD,011-682 8030,maureen@medif.co.za,N/A,N/A
QUALITY LIFE,"011-880 2785, 011-880 9749",N/A,N/A,N/A
LIMORIDE.,"072 373 7133, 072 373 7133
082 966 8113, 082 966 8113",limorite@gmail.com,N/A,N/A
OMSA VALVE & INSTRUMENTATION,011-793 7421,marco@omsa.co.za,N/A,N/A
D & A POWER PRODUCTS (PTY) LTD,"011-828 0370, 011-828 0736",idap@d-a.co.za,N/A,N/A
SEBENZA FOWARDING SHIPPING (PTY) LTD,"011-970 3638, 011-571 0600",tmaloka@sebenza.co.za,N/A,N/A
H & S TIMBER (PTY) LTD,"011-422 3223, 011-421 3810",carol@hstimbers.co.za,N/A,N/A
RELIABLE TRANSFORMERS,"011-421 2333, 011-421 3446",info@reotrans.co.za,N/A,N/A
ISOVER,012-657 2800,kreesan.peters@saintgobain.com,N/A,N/A
GERHAD MULDER GEOTECHNICAL CONSULTANTS,"013-243 2570, 013-282 4672",geotech@mweb.co.za,N/A,N/A
SLATER HEALTH FITNESS CLUB.,016-423 1229,threeriver@salatergyms.co.za,N/A,N/A
ASSOCIATED SYSTEMS,"011-477 2572, 011-673 8325",N/A,N/A,N/A
HIGH PRESSURE SYSTEM CC,"011-571 7300, 011-397 44808",N/A,N/A,N/A
BRIAN VILJOEN & PARTNERS,"011-314 4879, 011-314 4677",gerda@brianviljoen.co.za,N/A,N/A
REBECCA\'S BEAUTY SALON.,011-706 8164,rebeccakumalo.m@gmail.com,N/A,N/A
TIRELO SUPERMARKET,011-665 2484,pranash.pillaya@gmail.com,N/A,N/A
THERABEAUTIC SKIN & BODY CLINIC.,011-803 4411,sandy@therabeautics.co.za,N/A,N/A
PROLUBE MARKETING CC,011-866 1460,prolube@netactive.co.za,N/A,N/A
TALISMAN PLANT & TOOL HIRE SECUNDA (PTY) LTD,"017-631 1649, 017-634 4607",N/A,N/A,N/A
TECHNILUBE CC,"086-500 6777, 011-887 1923",accounts@techilube.co.za,N/A,N/A
DYNAMIC SOLUTION STAFFING,011-452 1768,info@dynamicstaffing.co.za,N/A,N/A
PHILLIPS POWERHOUSE DICTATION SYSTEMS,"011-887 1056, 086-555 3833",N/A,N/A,N/A
SPRINGBOK USED MOTOR PARTS SUMP (PTY) LTD,"011-811 6666, 011-811 5661",hr@sump.co.za,N/A,N/A
KHIXI BUSINESS ENTERPRICE,083 605 5071,khi@ibusinessenterprice.yahoo.com,N/A,N/A
C J BUILDING CONSTRUCTION,083 990 5430,admin@cjbuilding.co.za,N/A,N/A
COMMERCIAL SHEARING (PTY) LTD,"011-397 4264, 011-397 3114",accounts@commercialshearing.co.za,N/A,N/A
UNIQUE PERSONNEL (PTY) LTD,011-970 3166,steve@unique.co.za,N/A,N/A
SIYAHAMBA ENGINEERING (PTY) LTD,"011-824 0080, 011-824 2183",ntswaki@siyahamba.co.za,N/A,N/A
J C P STEEL SUPPLIES ( PTY) LTD,"011-814 2166, 011-814 1898",renitia@jcpsteel.co.za,N/A,N/A
MOSEC ELECTRICAL.,"078 386 1578, 086-515 6945",tiny@mosec.co.za,N/A,N/A
BULI'S HYGIENE CHEMICALS,011-905 2808,N/A,N/A,N/A
LUBREQUIP VAAL (PTY) LTD,016-421 4646,lubevaal@compumail.co.za,N/A,N/A
TOPPRO PLACEMNETS CC,"086-584 7222, 011-789 9480",N/A,N/A,N/A
LARA TRAVEL (PTY) LTD,"011-435 6742, 011-435 6731",lara@laratravel.co.za,N/A,N/A
MAIN SCRAP & MACHINERY CC,"011-974 3285, 011-974 3206",N/A,N/A,N/A
DAY 1 HEALTYH (PTY) LTD,"086-111 3513, 011-463 0600",richard@day1.co.za,N/A,N/A
WORLD ENGINE & TRANSMISSION,"016-986 2196, 016-986 1899",info@worldengine.co.za,N/A,N/A
SOUTHEY CONTRACTING,"011-579 4638, 011-579 4600",wbam@southey.co.za,N/A,N/A
MACSTEEL REINFORCING,"011-421 4426, 011-845 9600",N/A,N/A,N/A
TRUFORM CHEMICALS (PTY) LTD,"011-333 0189, 011-333 0121",N/A,N/A,N/A
THORNY BUSH GAME LODGE,"011-803 7350, 011-253 6500",andre@thornybush.co.za,N/A,N/A
KAY VEE HIRING,011-855 6613,N/A,N/A,N/A
ALPHA CREATIONS,011-791 7200,sales@alphacreations.co.za,N/A,N/A
MONTANA LAUNDRIES & EQUIPMENT,"011-975 1077, 011-975 3809",N/A,N/A,N/A
UNLIMITED PROJECTS,"011-467 1056, 073 620 9974",N/A,N/A,N/A
MIDWAY MICA HARDWARE,"011-315 0469, 011-805 5095",N/A,N/A,N/A
HAMMERTONE FUEL,"011-737 2910, 011-737 2906",N/A,N/A,N/A
JACUELINE PROUD FOOT,011-453 5019,N/A,N/A,N/A
VINCENT INDUSTRIAL SUPPLIES (PTY) LTD,"013-692 8154, 013-692 8151",N/A,N/A,N/A
EASY SECURITY GAURDS (HEAD OFFICE),011-640 1654,judith@easysecurity.co.za,N/A,N/A
SUPER LIFT SERVICES,"011-908 4111, 011-908 4113",lenora@mweb.co.za,N/A,N/A
RIVERSIDE DISTRIBUTORS,"011-493 9346, 011-493 9292",N/A,N/A,N/A
OPERATIONAL MARKETING (PTY) LTD,011-793 5562,tanya@omsa.co.za,N/A,N/A
AESSEAL,"011-466 1257, 011-466 6588",N/A,N/A,N/A
YATES NATIONAL LUBRICANTS CC,"011-493 2489, 011-493 7580",N/A,N/A,N/A
ENABLE EMPLOYMENT SERVICES (PTY) LTD,"011-660 1233, 086-136 2253",N/A,N/A,N/A
ANICIC HEAVY ENGINEERING (PTY) LTD,"011-421 6944, 011-422 1149",aniciche@iafrica.com,N/A,N/A
HERSCHELL,"011-824 2125, 011-827 5935",jhb@swift.co.za,N/A,N/A
KLUBER LUBRICANTION (PTY) LTD,"011-864 7373, 011-908 2457",sandra.koen@za.kluber.com,N/A,N/A
MARTINS FUNERAL SERVICES.,016-455 1263,dkmka@telkomsa.net,N/A,N/A
FIRE PROTECTION ASSN OF SA,"011-397 1618, 011-397 1160",accounts@fpasa.co.za,N/A,N/A
GOLD & FINANCE (SANDTON),"011-883 9972, 011-883 9974",info@gddfin.co.za,N/A,N/A
TSHEPO-THEMBA ENGINEERING (PTY) LTD,011-271 6880,k.vdberg@tshepo-themba.co.za,N/A,N/A
PRESS DYNAMIK (PTY) LTD,"011-608 4429, 011-608 4430",willemien@pressdynamik.co.za,N/A,N/A
ADVANCED FIRE SUSPRESSION TECHNOLOGIES,011-869 2142,admin@advancedfst.co.za,N/A,N/A
FOURNOS BAKERY,"011- 771 2500, 011-325 2096",N/A,N/A,N/A
TUSCANY MODELS MANAGEMENT,"011-907 8032, 011-907 8348",N/A,N/A,N/A
SIYAYA SKILLS INSTITUTE (PTY) LTD.,"011-493 9698, 011-493 9706",N/A,N/A,N/A
CHAIRMAN INDUSTRIES CC,"011-614 4817, 011-624 1222",N/A,N/A,N/A
GLOBAKERIES (PTY) LTD,011-474 1342,rsouthgate@goobakeries.co.za,N/A,N/A
H M H MODELING SCHOOL,011-817 5484,birnie@mweb.co.za,N/A,N/A
NELLY ENTERPRISES,079 536 1363,nelson.ndlovu2012@gmail.com,N/A,N/A
SA EARTHWORKS (PTY) LTD,"011-314 2446, 011-314 2447",admin@saearthworks.co.za,N/A,N/A
FLOWSERVER SOUTH AFRICA (PTY) LTD,"011-923 7300, 011-974 6420",N/A,N/A,N/A
CONGLO CC,"011-743 1926, 011-742 1186",N/A,N/A,N/A
JETPARK OCCUPATIONAL HEALTH,011-826 4902,eteimne@jetparkohc.co.za,N/A,N/A
GRANT'S DAIRY,"086-559 6078, 011-902 8490",grantsdairy@iburst.co.za,N/A,N/A
ACCESS HEALTH SOUTH AFRICA,"086-742 2168, 011-991 8000",N/A,N/A,N/A
F.B BUILDING.,"011-493 1117, 086-540 9784",N/A,N/A,N/A
NEWZIN HAULIERS,"011-051 8904, 011-455 0037",N/A,N/A,N/A
ROMA MELKERY,"086-516 8183, 011-734 3407",rmadairy@gmail.com,N/A,N/A
HYDROBERRY INTERNATIONAL,011-965 0558,martina@hydroberry.co.za,N/A,N/A
CAROLINE DAY SPA & BEAUTY SALON,011-970 1865,cazfrost@hotmail.com,N/A,N/A
MONTIC DAIRY (PTY) LTD,011-617 7222,N/A,N/A,N/A
UBISI METALS,"011-969 1331, 011-969 2790",info@ubisimetals.com,N/A,N/A
APP HARDWARE & BUILDING SUPPLIES,011-955 2279,app.isibani@gmail.com,N/A,N/A
EXCEPTIONAL NAILS,011-485 5793,chana@thelaserbeautique.co.za,N/A,N/A
TOP CARE WOMAN'S CLINIC,"011-873 0041, 011-412 2388",thathaf@iafrica.com,N/A,N/A
BAIRD RENAISSANCE (PTY) LTD,"011-886 2474, 011-504 4000",accounts@baird.co.za,N/A,N/A
ENTERTAINMENT LOGISTICS SERVICES,"011-455 4799, 011-579 1300",N/A,N/A,N/A
REINECKE MJ,"011-416 6194, 086-611 3666",mireinecke@vodamail.co.za,N/A,N/A
G T DRIVING SCHOOL,"011-970 3064, 011-394 7520",gtrainbow@telkomsa.net,N/A,N/A
SIKHOKHO COMPANY,083 478 8634,maxwellgalas@gmail.com,N/A,N/A
KRUITFONTEIN MELKERY,"016-976 5864, 016-976 5884",N/A,N/A,N/A
ESRI SOUTH AFRICA,011-238 6300,isweidan@esri-southafrica.com,N/A,N/A
LE-NASH SIGNS,"011-394 3484, 011-394 0717",N/A,N/A,N/A
MTHEMBU MVELASE CIVIL PROJECTS CC,"016-362 4621, 016-362 4631",pat@mmcivil.co.za,N/A,N/A
RISELY CONTRACT & COMMERCIAL,"011-321 7420, 011-786 3801",judy@risely.co.za,N/A,N/A
DIG DESIGN CC,011-886 7273,michelle@digdesign.co.za,N/A,N/A
HYDRAFORMS SA (PTY) LTD,"011-913 2840, 011-913 1449",sarah@hydroform.com,N/A,N/A
CREAMERS LUBRICATION PRODUCTS,"086-669 5887, 011-900 2716",N/A,N/A,N/A
USIZO PROFESSIONAL CONSULTANCY,"011-672 4322, 011-672 1896",usizo@mweb.co.za,N/A,N/A
RAND WATER,011-682 0911,imohale@randwater.co.za,N/A,N/A
FAMBEZ HYDRAULICS CC,"011-894 2877, 086-651 7205",fambez@absamail.co.za,N/A,N/A
DYNAMIC BALANCING,"011-452 4597, 086-688 4084",ray@balancing.co.za,N/A,N/A
KINGS FUNCTION HIRE,"011-833 3232, 011-833 3233",info@kingshire.co.za,N/A,N/A
LEONELDA PRODUCTS,"011-913 2290, 011-913 1930",ira@leonelda.co.za,N/A,N/A
SOUND XPERIENCE ENTERTAINMENT,011-391 8600,robert@za.soundx.co.za,N/A,N/A
AXXON-TRU TEST SCALES MILKING,"011-837 7177, 011-837 3100",axxon@globel.co.za,N/A,N/A
OHSCARE CC,013-712 6952,glenda@ohscare.co.za,N/A,N/A
H BIRKENMAYER (PTY) LTD,"011-394 1681, 011-970 3880",tammy@birkenmayer.co.za,N/A,N/A
ELLIOTT CORPORATE RELOCATIONS SA (PTY) LTD,086-126 7773,alex@coroprelo.co.za,N/A,N/A
BRYANSTON GLASS CC,"011-463 73, 011-463 7353",bryanglass@pdka.co.za,N/A,N/A
DR KOOS GROBLER,"011-475 1302, 011-475 1301",N/A,N/A,N/A
PICK A KITCHEN,011-867 6045,raypickakitchen@gmail.com,N/A,N/A
KITCHEN HYPER CC,011-452 6644,nicolette@kitchen.hyper.co.za,N/A,N/A
A & A CONTAINERS.,"011-794 6571, 011-794 6577",N/A,N/A,N/A
STINGRAY GRAPHIX,"011-452 5554, 011-452 5553",N/A,N/A,N/A
EUROPCAR (GAUTENG),N/A,N/A,N/A,N/A
EUROPCAR (SANDTON SUN),N/A,N/A,N/A,N/A
EUROPCAR (BRAAMFONTEIN),N/A,N/A,N/A,N/A
EUROPCAR (GERMISTON),N/A,N/A,N/A,N/A
EUROPCAR (O R TAMBO INTERNATIONAL AIRPORT),086 673 6171,N/A,N/A,N/A
EUROPCAR (LANSERIA AIRPORT),N/A,N/A,N/A,N/A
EUROPCAR (MIDRAND AIRPORT),N/A,N/A,N/A,N/A
EUROPCAR (VANDERBIJLPARK),N/A,N/A,N/A,N/A
EUROPCAR (RANDBURG),N/A,N/A,N/A,N/A
EUROPCAR (BENONI),086 675 8273,N/A,N/A,N/A
EUROPCAR (Megawatt Park),N/A,N/A,N/A,N/A
EUROPCAR (HATFIELD),N/A,N/A,N/A,N/A
EUROPCAR (CSIR Pretoria),N/A,N/A,N/A,N/A
EUROPCAR (FOURWAYS),N/A,N/A,N/A,N/A
EUROPCAR (ROSEBANK),"011 880 9302, 011 880 0918",N/A,N/A,N/A
EUROPCAR Mogale City (Krugersdorp),N/A,N/A,N/A,N/A
EUROPCAR ( Aeroton),086 673 4459,N/A,N/A,N/A
EUROPCAR (SANDTON),011 666 8340,N/A,N/A,N/A
P S G HAULIER,"011-827 0786, 011-827 0070",N/A,N/A,N/A
SCAW METALS GROUP,"013-699 9197, 013-699 9044",cswaneppel@scaw.co.za,N/A,N/A
SALCHAIN (PTY) LTD,011-873 6666,lindiwe@salchain.com,N/A,N/A
DEW FRESH (PTY) LTD,017-683 0254,factory@dewfresh.co.za,N/A,N/A
SURTEES INVESTMENTS (PTY) LTD,011-626 1171,N/A,N/A,N/A
SURTEES TUBE TECHNOLOGIES,"011-626 3516, 011-626 1711",N/A,N/A,N/A
SURTEES BOILER SUPPLIES,"011-626 1171, 011-626 3516",N/A,N/A,N/A
IMPERIAL CARGO SPECALISED BUSINESS,"011-864 6578, 011-864 1888",greeff@impcargosolution.co.za,N/A,N/A
JANSEN INTERNATIONAL CC,011-789 1287,gloria@jansenint.co.za,N/A,N/A
PURE GRAPHIC DESIGN,011-45 3838,INFO@PUREGRAPHIC.CO.ZA,N/A,N/A
MANTUBA BUSINESS COMMUNICATION,011-468 3708,brian@mantubacom.co.za,N/A,N/A
H.S PENTA AFRICA (PTY) LTD,011-824 5495,laureen.martinson@hspentaafrica.co.za,N/A,N/A
EUROPOWER AFRICA (PTY) LTD,011-450 2030,nadia.kruger@hyroscand.co.za,N/A,N/A
MAREDI TELECOM & BROADCASTING (PTY) LTD,"011-312 2454, 011-312 2463",justeced@mareditel.co.za,N/A,N/A
AZANIA ENGINEERING (PTY) LTD,011-892 3233,ordit.azania1@gmailo.com,N/A,N/A
FLEXIFLOW HYDRAULICS VALUE & INDUSTRIAL SUPPLIES CC,011-894 2391,flexiflow@mailzome.co.za,N/A,N/A
REAL TIME CONNECTIONS (PTY) LTD,"011-467 2133, 011-467 1056",degan@iptc.co.za,N/A,N/A
BERLONI KITCHENS,011-268 6140,yanir@tapitalla.co.za,N/A,N/A
BERLONI KITCHENS.,011-268 6140,yanir@tapitalla.co.za,N/A,N/A
GALLOWAY WOODWORK ENTERPRISES CC,011-979 3187,info@gallowaywoodworks.co.za,N/A,N/A
MOLYKOTE INDUSTRIES LUBRICANTS,011-393 1881,johnd@seelservices.co.za,N/A,N/A
INGWE GRAPHICS CC,011-393 2842,ingwegr@mweb.co.za,N/A,N/A
CREATIVITY GRAPHIC & MARKETING (PTY) LTD,011-886 7058,reception@creativity.co.za,N/A,N/A
PRO ROOF,"013-752 2849, 013-752 2286",N/A,N/A,N/A
ALPHA DRAINS & PLUMBING,"011-795 2357, 086-111 5439",audrey@alphadrains.co.za,N/A,N/A
PROGRESS RECURITMENTS,"086-111 1375, 011-463 1344",ntabiseng@zaprogress.co.za,N/A,N/A
A E ELECTRICAL,079-316 7773,ARNOLDOREGMAT@GMAIL.COM,N/A,N/A
HALL REAL ESTATE,"011-579 3700, 011-455 3362",finance@hallreal.co.za,N/A,N/A
KEA CAMPERS / KEA RENTALS,011-230 5000,roelos@thrifty.co.za,N/A,N/A
MAXSTONE,"011-957 5962, 086-671 2349",maxstone@mweb.co.za,N/A,N/A
TOSHIBA,"011-791 6008, 011-796 4800",amy@toshiba.co.za,N/A,N/A
SMARTSTONE (MIDRAND),"011-310 1161, 086-654 9154",accounts@smartstone.co.za,N/A,N/A
SASCRETE PAVINGS,"016-362 1451, 016-362 0507",lourina@sascretbricks.co.za,N/A,N/A
S D M EYE WEAR,"011-334 7020, 011-334 6026",hester@liestecs.co.za,N/A,N/A
RAND TRANSMISSION,"011-622 1642, 011-621 8300",elmarie@rtc.co.za,N/A,N/A
ASHBURY SATCOM,"011-275 0296, 086-644 3843",maxstone@mweb.co.za,N/A,N/A
TALMAC MACHINE TOOLS,"011-827 6539, 011-827 6546",info@talmac.co.za,N/A,N/A
SEW EURODRIVE,"013-752 8008, 013-752 8007",lindabe@sew.co.za,N/A,N/A
SEW EURODRIVE - HEAD OFFICE,"011-248 7000, 011-494 2200",lindaba@sew.co.za,N/A,N/A
EATON..,"011-824 1214, 011-824 0202",marlenecoetzee@eaton.com,N/A,N/A
CHADHA POWER SA (PTY) LTD,"011-803 5703, 011-803 5704",brunolopes@chadhapower.com,N/A,N/A
APC SCHINIDER ELECTRICAL,011-557 6600,dean.pillay@schinider-electrical.com,N/A,N/A
INKOKHELI BUSINESS ENTERPRISE,"016-422 9896, 016-422 9012",inkokheli@yahoo.com,N/A,N/A
ITAL CONCRETE DESIGN CC,"011-693 4415, 011-693 1240",admin@italconcrete.co.za,N/A,N/A
PSS DISTRIBUTORS (EDENVALE),"011-608 4260, 011-608 4259",sales@pss.co.za,N/A,N/A
SKY CHEM & LAB SUPPLIES CC,011-864 4009,ttrr@telkomsa.net,N/A,N/A
MICROSEP,"011-553 2300, 011-553 2400",info@microsep.co.za,N/A,N/A
MICRON LABORATORY SERVICES CC,"013-690 1532, 013-656 1000",brenden@mlabs.co.za,N/A,N/A
CRAW COUR,011-396 2334,office@tclabservices.co.za,N/A,N/A
AGILENT TECHNOLOGIES - LIFE SCIENCES & CHEMICAL ANALYSIS,"011-541 9801, 011-541 9802",elizmas@chemetrix.co.za,N/A,N/A
GOLDEN POND TRADING 67,"011-674 0048, 086-603 1180",goldenoond@telkomsa.net,N/A,N/A
LABORATORY EQUIPMENT SUPPLIES CC,"011-873 5001, 086-670 8260",ashtree@mweb.co.za,N/A,N/A
ANATECH INSTRUMENTS (PTY) LTD.,"011-462 6776, 011-704 0490",liza@anatech.co.za,N/A,N/A
CARL ZEISS (PTY) LTD,"011-886 9592, 011-886 9510",claudia.nicholl@zeiss.com,N/A,N/A
HOUGHTON HOUSE RECOVERY CENTRE,"011-781 7348, 011-787 9142",N/A,N/A,N/A
FLI AFRIKA TRAVEL (PTY) LTD,"011-483 0049, 011-718 2012",accounts@fli-afrika.com,N/A,N/A
SURE ZENOJET TRAVEL,"011-022 6410, 011-453 9201",jacqui@zenojettravel.co.za,N/A,N/A
B C D TRAVEL,"011-274 4000, 086-588 0711",julianne.baker@bedtravel.co.za,N/A,N/A
EMERALD CASINO RESORT,"016-982 2546, 016-982 8000",charnev@emeraldcasino.co.za,N/A,N/A
NATIONAL GLASS (PTY) LTD,013-758 2191,admin@nationalglass.co.za,N/A,N/A
FIFTH AVENUE AUCTIONEERS,"011-781 2040, 011-787 7593",N/A,N/A,N/A
TRAVKOR (PTY) LTD,011-883 7803,jeeway@travkor.co.za,N/A,N/A
NEW WORLD TRAVEL,011-622 7129,jianping.dorris@yahoo.com,N/A,N/A
GOLDEN NEO-LIFE DIAMITE (PTY) LTD,"035-751 1520, 035-751 1541",TANITH.PARKIN@GNLD.CO.ZA,N/A,N/A
WATER SHED COLLEGE.,"072 318 1250, 013-752 6917",info@watershedschool.co.za,N/A,N/A
AC RECRUITMENT,011-979 1053,N/A,N/A,N/A
M I LIFTING CC,"011-888 9148, 083 679 1208, 011-888 3308",info@milifting.co.za,N/A,N/A
SMART STONE (MIDRAND),"011 310 1172, 011 310 1161",midrand@smartstone.co.za,N/A,N/A
SHEER MAGIC,011-789 7847,magic@sheermagic.co.za,N/A,N/A
VENDING TECHNICAL SERVICES (GAUTENG),011-396 1032,francois@vts.gauteng.co.za,N/A,N/A
ELECTRONIC VENDING SERVICES (PTY) LTD,011- 708 2542,accounts@evssa.co.za,N/A,N/A
CROSSLATE AUCTIONEERS,"011-894 7366, 011-894 5617",max@xtcte.co.za,N/A,N/A
AUCOR (PTY) LYD,"011-237 4444, 011-237 4445",melinda@aucor.co.za,N/A,N/A
ABLAND (PTY) LTD,"011-510 9990, 011-510 9999",bchristineb@abland.co.za,N/A,N/A
THE RIDGE CASINO & ENTERTAINMENT RESORT,"013-692 6770, 013-655 9300",kennethnhopho@tsogsun.com,N/A,N/A
NV CONSTRUCTION CC,"011-849 9797, 011-849 1843",vilarinho@telkomsa.net,N/A,N/A
NATIONAL HOME BUILDERS REGISTRATION COUNCIL,"011-317 0000, 011-804 1045",conradm@nhbrc.org.za,N/A,N/A
KORONGO AIRLINES,"011-289 8072, 011-289 8019",N/A,N/A,N/A
LEADERS IN TRAVEL CC,"011-838 6454, 011-832 1525",N/A,N/A,N/A
ROSEBANK TRAVEL,"011-880 5954, 011-880 3600",N/A,N/A,N/A
SUR PROTRAVEL (PTY) LTD,011-465 0626,ch@pro-travel.co.za,N/A,N/A
RUSTENBURG TRAVEL,"014-592 0251, 014-597 1280",janad.raty@tgalieo.sa.co.za,N/A,N/A
ROYAL GOLD TRAVEL AGENCY,"011-331 6570, 086-590 0707",rayalgoldagency@yahoo.co.za,N/A,N/A
PINEHAVEN BUILD IT,"011-662 2461, 086-693 3927",N/A,N/A,N/A
SIYASIZANA CASH LOANS,013-750 2864,mathildaswart8@gmail.com,N/A,N/A
PEX HYDRAULICS,011-882 8413,teresa@pex.co.za,N/A,N/A
GINGER BROWN,"011-362 6500, 011-362 2771",gingerbrown@iafrica.com,N/A,N/A
MINERAL WATER MAN,"011-791 3945, 011-792 9898",judy@mineralman.co.za,N/A,N/A
AMALGUM INVESTMENT 19 (PTY) LTD,011-452 8413,ggv@telkomsa.net,N/A,N/A
AFRICAN OXYGEN LTD (HEAD OFFICE),011-490 0400,linda.barrows@afrox.linde.com,N/A,N/A
SA WELDING (PTY) LTD (HEAD OFFICE),011-395 1311,hannelie@sawelding.com,N/A,N/A
SA WELDING (PTY) LTD,016-931 9051,hannelie@sawelding.co.za,N/A,N/A
RISING SUN FIELD SERVICES & MAINTENANCE CC,013-752 7011,risingsun@vodamail.co.za,N/A,N/A
GANSET REPAIRS,"016-362 2454, 016-362 3466",info@gensetrepairs.co.za,N/A,N/A
DIESEL ELECTRIC SERVICES (PTY) LTD,"011-493 0282, 011-298 1600",dieselelect@icon.co.za,N/A,N/A
PHD POWER DISTRIBUTION CC,011-346 1812,regina@rhdpowerhouse.co.za,N/A,N/A
COFLER & CO (PTY) LTD,"011-482 0945, 011-482 6944",pino@netactive.co.za,N/A,N/A
D G B (PTY) LTD,"011-653 1101, 011-653 1000",N/A,N/A,N/A
ULTRALLOY (PTY) LTD,"011-462 3509, 011-462 2217",N/A,N/A,N/A
DEZI WELDING & PROJECTS CC,"011-477 0002, 011-673 3352",N/A,N/A,N/A
MOOLAAN IRON & STEEL,"011-421 0303, 011-421 9229",N/A,N/A,N/A
SEIBOD GAS & WELDING SUPPLIES,"016-976 0053, 016-976 0054",seibodivan@telkomsa.net,N/A,N/A
BRAND WELD (PTY) LTD,"011-392 3145, 011-392 5661",pam@brandweld.co.za,N/A,N/A
WELDING & ENGINEERING SUPPLIES,011-828 9907,CAREW@GLOBEL.CO.ZA,N/A,N/A
VERA CRUZ (PTY) LTD,"01-842 7100, 011-872 1078",billie@veracruz.co.za,N/A,N/A
THERMITREX (PTY) LTD,011-914 2540,christine@thermitrex.co.za,N/A,N/A
GEE SIX SUPER WELD (PTY) LTD,017-631 5571,sales@geesix.co.za,N/A,N/A
INSTRUWELD CC,"011-794 1927, 011-794 4569",instruweld.cc@absamail.co.za,N/A,N/A
LMECH ENGINEERING,"011-392 2501, 011-392 0702",cmurray@refraline.com,N/A,N/A
VORARC WELDING CC,"011-828 0130, 011-828 0693",accounts@vorarc.co.za,N/A,N/A
SONOMATIC (PTY) LTD,"011-450 2324, 011-450 2327",jmc@vsonomatic.co.za,N/A,N/A
